movie_ix,movieId
667,7147
668,7153
669,7346
670,7348
671,7361
672,7369
673,7373
674,7438
675,7444
676,7454
677,7458
678,7481
679,7569
680,7573
681,7649
682,7704
683,7810
684,7811
685,7812
686,7841
687,7842
688,8132
689,8169
690,8360
691,8361
692,8371
693,8376
694,8464
695,8528
696,8622
697,8633
698,8636
699,8641
700,8644
701,8665
702,8781
703,8798
704,8807
705,8810
706,8861
707,8874
708,8912
709,8914
710,8919
711,8961
712,8972
713,8982
714,8985
715,9005
716,26819
717,26870
718,27773
719,27846
720,27905
721,31184
722,31696
723,31804
724,31878
725,32302
726,32587
727,33004
728,33437
729,33493
730,33646
731,33679
732,33794
733,33834
734,34162
735,34319
736,36529
737,37380
738,37733
739,38061
740,39231
741,39435
742,40278
743,40614
744,42721
745,42738
746,43558
747,43679
748,43708
749,43936
750,44191
751,44193
752,44199
753,44399
754,44759
755,48774
756,51662
757,51935
758,52950
759,53000
760,53972
761,53996
762,54286
763,55765
764,56367
765,728
766,1147
767,1193
768,1213
769,2060
770,2329
771,2485
772,3178
773,3949
774,4973
775,5137
776,5528
777,5995
778,8784
779,8873
780,8949
781,8950
782,27831
783,30749
784,30820
785,31410
786,44195
787,44204
788,46578
789,46976
790,48394
791,48516
792,48696
793,48780
794,49272
795,49530
796,50068
797,51255
798,52952
799,54503
800,54997
801,55118
802,55247
803,55290
804,55820
805,56782
806,21
807,111
808,208
809,224
810,227
811,261
812,273
813,337
814,515
815,555
816,666
817,381
818,531
819,880
820,1041
821,1416
822,2160
823,3328
824,3744
825,3986
826,4033
827,4903
828,41997
829,3
830,7
831,12
832,14
833,52
834,135
835,140
836,605
837,637
838,743
839,765
840,869
841,1057
842,1113
843,1317
844,1363
845,1390
846,1409
847,1457
848,43
849,162
850,176
851,246
852,299
853,348
854,501
855,534
856,551
857,594
858,661
859,745
860,750
861,837
862,902
863,903
864,904
865,908
866,910
867,912
868,913
869,916
870,923
871,946
872,994
873,1029
874,1077
875,1093
876,1095
877,1131
878,1148
879,1188
880,1199
881,1202
882,1206
883,1219
884,1223
885,1225
886,1230
887,1234
888,1247
889,1249
890,1255
891,1258
892,1282
893,1284
894,1288
895,1307
896,1566
897,1635
898,1639
899,1688
900,1907
901,1952
902,1953
903,1957
904,2010
905,2078
906,2080
907,2087
908,2102
909,2116
910,2138
911,2186
912,2300
913,2324
914,2360
915,2394
916,2396
917,2687
918,2761
919,2973
920,3022
921,3067
922,3072
923,3077
924,3081
925,3083
926,3203
927,3246
928,3260
929,3265
930,48
931,1777
932,105
933,596
934,1380
935,2657
936,3897
937,362
938,720
939,838
940,2144
941,2724
942,2908
943,2968
944,3210
945,3863
946,1111
947,1281
948,3034
949,3147
950,5618
951,6863
952,7254
953,7669
954,8645
955,33166
956,35836
957,40339
958,40629
959,45517
960,47099
961,50872
962,51086
963,53125
964,55721
965,58559
966,59315
967,59784
968,60069
969,63082
970,63859
971,64969
972,68157
973,68954
974,71033
975,71899
976,72356
977,72641
978,73017
979,76093
980,78105
981,78499
982,79091
983,79132
984,80463
985,81591
986,81845
987,81847
988,83803
989,84152
990,85342
991,85736
992,86298
993,86504
994,86880
995,86882
996,86911
997,87485
998,87520
999,87869
1000,87876
1001,88405
1002,89745
1003,90647
1004,90746
1005,91126
1006,91529
1007,92259
1008,93831
1009,94777
1010,95167
1011,95201
1012,95311
1013,95313
1014,95377
1015,95441
1016,95510
1017,95543
1018,95654
1019,95720
1020,95858
1021,97304
1022,97913
1023,97921
1024,97938
1025,98491
1026,99114
1027,101142
1028,102686
1029,102716
1030,102903
1031,103042
1032,103141
1033,103249
1034,103335
1035,103384
1036,105844
1037,106487
1038,106696
1039,106782
1040,108932
1041,108983
1042,109374
1043,109487
1044,112175
1045,112552
1046,112852
1047,114935
1048,115617
1049,116797
1050,116897
1051,117529
1052,122882
1053,122904
1054,134853
1055,138702
1056,139385
1057,142488
1058,152081
1059,160718
1060,166024
1061,177765
1062,365
1063,673
1064,1194
1065,1197
1066,1267
1067,2023
1068,2431
1069,3006
1070,3267
1071,3556
1072,3723
1073,3993
1074,5009
1075,5991
1076,6773
1077,6870
1078,7371
1079,8368
1080,34405
1081,40583
1082,40815
1083,41566
1084,44555
1085,44665
1086,48738
1087,51540
1088,54001
1089,59369
1090,64620
1091,67255
1092,69844
1093,70286
1094,72226
1095,73321
1096,74458
1097,75985
1098,76251
1099,78039
1100,79695
1101,81834
1102,85414
1103,85510
1104,86190
1105,86345
1106,86377
1107,88125
1108,89804
1109,90600
1110,90866
1111,91485
1112,91500
1113,91535
1114,91542
1115,91630
1116,92535
1117,93840
1118,96079
1119,96610
1120,98809
1121,98961
1122,99112
1123,100745
1124,17
1125,203
1126,207
1127,215
1128,222
1129,225
1130,232
1131,235
1132,237
1133,249
1134,252
1135,265
1136,272
1137,282
1138,294
1139,300
1140,303
1141,417
1142,468
1143,477
1144,22
1145,112
1146,196
1147,230
1148,234
1149,342
1150,345
1151,357
1152,497
1153,508
1154,540
1155,543
1156,585
1157,9
1158,15
1159,64
1160,71
1161,78
1162,79
1163,81
1164,86
1165,89
1166,132
1167,168
1168,188
1169,195
1170,200
1171,209
1172,210
1173,213
1174,229
1175,236
1176,251
1177,257
1178,259
1179,276
1180,284
1181,286
1182,289
1183,305
1184,347
1185,351
1186,360
1187,373
1188,374
1189,376
1190,383
1191,384
1192,393
1193,416
1194,422
1195,428
1196,431
1197,436
1198,451
1199,453
1200,459
1201,464
1202,482
1203,487
1204,489
1205,490
1206,502
1207,504
1208,507
1209,519
1210,521
1211,532
1212,533
1213,535
1214,544
1215,545
1216,547
1217,548
1218,553
1219,561
1220,591
1221,603
1222,618
1223,628
1224,667
1225,691
1226,692
1227,694
1228,704
1229,707
1230,708
1231,726
1232,737
1233,748
1234,761
1235,782
1236,839
1237,854
1238,861
1239,886
1240,990
1241,996
1242,1004
1243,1064
1244,1081
1245,1083
1246,1084
1247,1129
1248,1135
1249,1161
1250,1170
1251,1181
1252,1201
1253,1209
1254,1218
1255,1227
1256,1245
1257,1251
1258,1252
1259,1266
1260,1347
1261,1359
1262,1382
1263,2019
1264,3798
1265,599
1266,922
1267,930
1268,1237
1269,3730
1270,46530
1271,107
1272,262
1273,940
1274,953
1275,1012
1276,1013
1277,1023
1278,1031
1279,1035
1280,1588
1281,1894
1282,2125
1283,2565
1284,3271
1285,3396
1286,277
1287,1231
1288,1292
1289,1965
1290,3361
1291,1881
1292,1911
1293,1073
1294,1120
1295,1268
1296,1297
1297,1371
1298,1373
1299,2005
1300,2043
1301,2143
1302,2297
1303,2420
1304,2455
1305,2521
1306,2581
1307,2735
1308,3175
1309,3450
1310,3671
1311,3686
1312,3699
1313,4467
1314,7743
1315,8591
1316,45447
1317,47610
1318,48043
1319,48385
1320,49278
1321,54259
1322,58347
1323,6942
1324,84374
1325,1333
1326,2395
1327,3421
1328,194
1329,412
1330,493
1331,529
1332,663
1333,1097
1334,1250
1335,1272
1336,1285
1337,1302
1338,1304
1339,2371
1340,2529
1341,2677
1342,2804
1343,3098
1344,3129
1345,3225
1346,3266
1347,3360
1348,3471
1349,3770
1350,3852
1351,1246
1352,6711
1353,7451
1354,8533
1355,40819
1356,45720
1357,69757
1358,72998
1359,80549
1360,84954
1361,86833
1362,88810
1363,94959
1364,96821
1365,111759
1366,111921
1367,112556
1368,115713
1369,122886
1370,134130
1371,140174
1372,148626
1373,152017
1374,948
1375,1367
1376,2427
1377,2826
1378,3654
1379,3785
1380,3991
1381,5026
1382,8983
1383,48304
1384,58293
1385,65514
1386,73759
1387,74789
1388,82095
1389,85131
1390,94018
1391,1130
1392,1261
1393,1345
1394,1387
1395,1982
1396,1994
1397,1997
1398,2118
1399,2288
1400,3160
1401,3499
1402,3911
1403,4027
1404,4105
1405,4641
1406,4848
1407,4865
1408,5065
1409,5673
1410,5902
1411,6502
1412,6620
1413,7293
1414,7387
1415,8910
1416,30810
1417,31658
1418,34048
1419,34437
1420,61132
1421,61323
1422,71535
1423,79702
1424,84772
1425,88118
1426,88129
1427,103341
1428,115149
1429,115569
1430,122912
1431,140267
1432,143657
1433,175303
1434,175569
1435,177593
1436,1276
1437,2321
1438,2583
1439,2788
1440,3174
1441,3176
1442,3386
1443,4082
1444,247
1445,407
1446,899
1447,900
1448,914
1449,1028
1450,1797
1451,1949
1452,2137
1453,2263
1454,2550
1455,2692
1456,2699
1457,2856
1458,3044
1459,3273
1460,3408
1461,3476
1462,3483
1463,3512
1464,3526
1465,3534
1466,3535
1467,3536
1468,3594
1469,3786
1470,3886
1471,3956
1472,3967
1473,3968
1474,3973
1475,4014
1476,4023
1477,4062
1478,4063
1479,4066
1480,4067
1481,4069
1482,4090
1483,4091
1484,4103
1485,4109
1486,4124
1487,4125
1488,4127
1489,4128
1490,4129
1491,4130
1492,4132
1493,4133
1494,1204
1495,1408
1496,1556
1497,1573
1498,1681
1499,1707
1500,2582
1501,3257
1502,3438
1503,4815
1504,5039
1505,5055
1506,5612
1507,7007
1508,3791
1509,4310
1510,4814
1511,441
1512,783
1513,909
1514,1042
1515,1060
1516,1289
1517,1394
1518,2064
1519,2354
1520,2580
1521,2686
1522,2694
1523,2859
1524,3159
1525,3468
1526,3504
1527,4054
1528,4370
1529,4720
1530,5325
1531,5377
1532,5669
1533,5684
1534,6001
1535,6218
1536,7247
1537,7263
1538,7484
1539,8128
1540,8957
1541,8984
1542,27879
1543,30793
1544,39183
1545,39446
1546,42723
1547,45722
1548,46970
1549,47274
1550,48877
1551,52973
1552,53123
1553,53894
1554,56805
1555,58303
1556,60766
1557,61024
1558,61236
1559,63113
1560,63131
1561,64614
1562,64839
1563,67734
1564,68237
1565,68358
1566,68901
1567,69122
1568,69481
1569,69640
1570,72011
1571,77455
1572,81932
1573,82459
1574,915
1575,928
1576,933
1577,950
1578,963
1579,965
1580,969
1581,1011
1582,1030
1583,1183
1584,1212
1585,1224
1586,1228
1587,1248
1588,1254
1589,1262
1590,1278
1591,1293
1592,1438
1593,1619
1594,1674
1595,1711
1596,1912
1597,1939
1598,1942
1599,1944
1600,1947
1601,1956
1602,2018
1603,2067
1604,2146
1605,2289
1606,2336
1607,2403
1608,2404
1609,2671
1610,2807
1611,2871
1612,2919
1613,3062
1614,3093
1615,3157
1616,3196
1617,3198
1618,3296
1619,3334
1620,3362
1621,3384
1622,3418
1623,3508
1624,3519
1625,3543
1626,3624
1627,3633
1628,3681
1629,3682
1630,3735
1631,3741
1632,3769
1633,3836
1634,3871
1635,3947
1636,4327
1637,4339
1638,4349
1639,4369
1640,4397
1641,4727
1642,4754
1643,4824
1644,4826
1645,4830
1646,4855
1647,4912
1648,4947
1649,5490
1650,5493
1651,5747
1652,5785
1653,5791
1654,5796
1655,5971
1656,6013
1657,6303
1658,6428
1659,6503
1660,6533
1661,6639
1662,6724
1663,6785
1664,7084
1665,7419
1666,18
1667,5015
1668,157
1669,1298
1670,1422
1671,1499
1672,1717
1673,1920
1674,2340
1675,2409
1676,2411
1677,2412
1678,2423
1679,4447
1680,4821
1681,4887
1682,5014
1683,5060
1684,5151
1685,5313
1686,5620
1687,5881
1688,7325
1689,7379
1690,4041
1691,5309
1692,6786
1693,6889
1694,7090
1695,97
1696,99
1697,123
1698,154
1699,199
1700,206
1701,306
1702,326
1703,334
1704,475
1705,556
1706,665
1707,670
1708,769
1709,898
1710,1034
1711,1104
1712,1172
1713,1175
1714,1179
1715,1185
1716,1191
1717,1211
1718,1263
1719,1280
1720,1310
1721,1344
1722,1395
1723,1648
1724,1649
1725,1846
1726,1856
1727,1897
1728,1914
1729,1938
1730,1945
1731,2070
1732,2076
1733,2132
1734,2145
1735,2244
1736,2245
1737,2248
1738,2337
1739,2369
1740,2599
1741,2697
1742,2926
1743,2943
1744,3019
1745,6380
1746,34153
1747,2232
1748,6953
1749,52328
1750,56145
1751,57669
1752,63072
1753,65642
1754,74228
1755,77307
1756,78349
1757,88744
1758,89492
1759,96811
1760,96829
1761,99917
1762,101525
1763,101864
1764,104374
1765,104841
1766,104879
1767,104944
1768,106100
1769,106920
1770,107406
1771,108729
1772,112623
1773,112804
1774,113741
1775,115680
1776,117881
1777,133771
1778,139644
1779,156387
1780,158783
1781,161582
1782,164179
1783,168252
1784,174053
1785,174055
1786,176371
1787,176423
1788,177615
1789,187595
1790,2898
1791,3937
1792,2779
1793,3261
1794,24
1795,248
1796,266
1797,313
1798,450
1799,609
1800,635
1801,678
1802,802
1803,920
1804,926
1805,942
1806,943
1807,954
1808,964
1809,968
1810,976
1811,991
1812,1007
1813,1010
1814,1016
1815,1017
1816,1019
1817,1021
1818,1022
1819,1027
1820,1033
1821,1085
1822,1086
1823,1099
1824,1124
1825,1226
1826,1253
1827,1269
1828,1283
1829,1287
1830,1301
1831,1327
1832,1334
1833,1350
1834,1358
1835,1378
1836,1429
1837,1459
1838,1479
1839,1488
1840,1587
1841,1620
1842,1702
1843,1726
1844,1785
1845,1835
1846,1927
1847,1943
1848,1946
1849,1950
1850,1951
1851,1954
1852,1960
1853,1964
1854,2009
1855,2013
1856,2015
1857,2016
1858,2050
1859,2096
1860,2109
1861,2112
1862,2119
1863,2122
1864,2136
1865,2142
1866,2176
1867,2206
1868,2346
1869,2347
1870,2363
1871,2370
1872,2373
1873,2374
1874,2375
1875,2398
1876,2399
1877,2401
1878,2402
1879,2421
1880,2422
1881,2436
1882,2453
1883,2454
1884,2456
1885,2467
1886,2469
1887,2472
1888,2473
1889,2476
1890,2513
1891,2517
1892,2518
1893,2520
1894,2524
1895,2528
1896,2530
1897,2533
1898,2535
1899,2857
1900,1589
1901,3510
1902,5267
1903,5574
1904,6263
1905,7439
1906,8130
1907,26614
1908,31685
1909,33660
1910,34150
1911,34534
1912,37853
1913,49314
1914,50794
1915,51037
1916,51080
1917,52245
1918,53129
1919,55995
1920,56156
1921,56174
1922,58297
1923,58627
1924,58803
1925,60040
1926,60072
1927,74
1928,656
1929,711
1930,801
1931,810
1932,830
1933,881
1934,1426
1935,58
1936,239
1937,419
1938,458
1939,888
1940,1025
1941,1032
1942,1061
1943,1082
1944,1410
1945,1431
1946,1750
1947,1955
1948,2085
1949,2089
1950,2090
1951,2092
1952,2093
1953,2099
1954,2139
1955,2141
1956,2170
1957,2572
1958,2642
1959,2643
1960,2866
1961,2872
1962,3054
1963,3194
1964,3213
1965,3387
1966,3428
1967,3430
1968,3439
1969,3506
1970,3615
1971,3649
1972,3701
1973,3715
1974,3738
1975,3759
1976,3978
1977,4002
1978,4006
1979,4016
1980,4102
1981,4275
1982,4292
1983,4366
1984,4398
1985,4492
1986,4493
1987,4494
1988,4526
1989,4564
1990,4565
1991,4566
1992,4567
1993,4696
1994,4915
1995,4916
1996,4941
1997,4994
1998,5040
1999,5066
2000,5146
2001,5159
2002,5341
2003,5444
2004,5540
2005,5693
2006,5765
2007,5898
2008,5992
2009,6316
2010,6436
2011,29
2012,60
2013,82
2014,88
2015,190
2016,308
2017,355
2018,448
2019,483
2020,616
2021,662
2022,703
2023,719
2024,1078
2025,1103
2026,1232
2027,1341
2028,1381
2029,1388
2030,1461
2031,1464
2032,1513
2033,1693
2034,1889
2035,1969
2036,2052
2037,2123
2038,2124
2039,2130
2040,2301
2041,2313
2042,2320
2043,2322
2044,2333
2045,2351
2046,2387
2047,2459
2048,2551
2049,2596
2050,2664
2051,2713
2052,2730
2053,2731
2054,2747
2055,2795
2056,2810
2057,2966
2058,3008
2059,3074
2060,3089
2061,3168
2062,3186
2063,3201
2064,3224
2065,3274
2066,3285
2067,3339
2068,3435
2069,3653
2070,3676
2071,3812
2072,3882
2073,3910
2074,3917
2075,3918
2076,3979
2077,3989
2078,4010
2079,4255
2080,4361
2081,4390
2082,4407
2083,4519
2084,4541
2085,4552
2086,4744
2087,4792
2088,4816
2089,4835
2090,4873
2091,4881
2092,4954
2093,5025
2094,5072
2095,5103
2096,5266
2097,5268
2098,5291
2099,5294
2100,5364
2101,5449
2102,5452
2103,5611
2104,5617
2105,5630
2106,5650
2107,5810
2108,5833
2109,6220
2110,6223
2111,6242
2112,6250
2113,6645
2114,6797
2115,6957
2116,7022
2117,7024
2118,7064
2119,7123
2120,7199
2121,7225
2122,7445
2123,7528
2124,8042
2125,8482
2126,8484
2127,8607
2128,8690
2129,8783
2130,25782
2131,26073
2132,26258
2133,26325
2134,26403
2135,26528
2136,26702
2137,27002
2138,27156
2139,27266
2140,27441
2141,27482
2142,27660
2143,27731
2144,27904
2145,30816
2146,32213
2147,32554
2148,32657
2149,33154
2150,33672
2151,34323
2152,35347
2153,37386
2154,37729
2155,38097
2156,39381
2157,41571
2158,42351
2159,42718
2160,43444
2161,43677
2162,43928
2163,44041
2164,44597
2165,44694
2166,44974
2167,45208
2168,45728
2169,46723
2170,47629
2171,48560
2172,50594
2173,51091
2174,52885
2175,53024
2176,54426
2177,55280
2178,55444
2179,55872
2180,56003
2181,56339
2182,56587
2183,56757
2184,57637
2185,57792
2186,57980
2187,59387
2188,59684
2189,60037
2190,61136
2191,61240
2192,62336
2193,63062
2194,63876
2195,64034
2196,66934
2197,67665
2198,68519
2199,68945
2200,69134
2201,69784
2202,70533
2203,70728
2204,71057
2205,71156
2206,71205
2207,71282
2208,71379
2209,72731
2210,73608
2211,74416
2212,77561
2213,77798
2214,77854
2215,78681
2216,78836
2217,80831
2218,80917
2219,81417
2220,82242
2221,84116
2222,84187
2223,84880
2224,86320
2225,86355
2226,87306
2227,89780
2228,90374
2229,91658
2230,94558
2231,96832
2232,103574
2233,104074
2234,104243
2235,105248
2236,108727
2237,108981
2238,1735
2239,2843
2240,3148
2241,122
2242,174
2243,491
2244,516
2245,542
2246,671
2247,42
2248,191
2249,328
2250,415
2251,537
2252,538
2253,319
2254,404
2255,800
2256,1040
2257,1184
2258,1355
2259,1670
2260,1799
2261,2025
2262,2439
2263,611
2264,891
2265,112183
2266,127390
2267,3598
2268,4340
2269,4368
2270,4386
2271,1729
2272,2384
2273,3005
2274,116823
2275,122920
2276,2574
2277,3086
2278,4040
2279,4224
2280,4333
2281,4703
2282,1672
2283,3100
2284,4008
2285,1176
2286,1295
2287,2022
2288,3415
2289,3444
2290,3503
2291,3707
2292,3742
2293,5147
2294,5500
2295,5690
2296,6286
2297,6350
2298,6987
2299,7089
2300,7099
2301,7327
2302,8253
2303,8620
2304,25771
2305,26150
2306,26578
2307,26587
2308,26662
2309,26776
2310,27186
2311,27728
2312,34542
2313,37830
2314,40586
2315,45499
2316,47894
2317,48082
2318,49932
2319,52806
2320,53519
2321,54272
2322,54995
2323,55069
2324,55442
2325,55908
2326,56251
2327,56286
2328,57368
2329,57504
2330,57640
2331,59615
2332,60161
2333,60684
2334,60979
2335,62376
2336,64497
2337,64957
2338,65261
2339,66097
2340,66297
2341,66317
2342,67295
2343,69526
2344,69746
2345,72554
2346,413
2347,3088
2348,27611
2349,65133
2350,81229
2351,83134
2352,86332
2353,86644
2354,87232
2355,90890
2356,94864
2357,96588
2358,96737
2359,97923
2360,98203
2361,100108
2362,102125
2363,102445
2364,103655
2365,103772
2366,103810
2367,106002
2368,106072
2369,108928
2370,110102
2371,110591
2372,111362
2373,111617
2374,111743
2375,114246
2376,114662
2377,114707
2378,114795
2379,116977
2380,119145
2381,120466
2382,120799
2383,122892
2384,122900
2385,125916
2386,128838
2387,130634
2388,131013
2389,132796
2390,135137
2391,135518
2392,136020
2393,140110
2394,146656
2395,562
2396,680
2397,714
2398,949
2399,951
2400,1273
2401,1454
2402,1701
2403,1916
2404,1963
2405,2065
2406,2285
2407,2290
2408,2732
2409,2750
2410,2912
2411,2940
2412,2970
2413,3030
2414,3071
2415,3090
2416,3152
2417,3200
2418,3521
2419,3683
2420,3706
2421,3813
2422,3814
2423,3925
2424,4392
2425,4393
2426,4408
2427,4553
2428,4628
2429,4658
2430,4888
2431,4914
2432,5059
2433,5339
2434,5515
2435,5577
2436,5746
2437,6023
2438,6100
2439,6159
2440,6268
2441,6440
2442,6873
2443,6978
2444,6993
2445,7044
2446,7063
2447,7071
2448,7151
2449,7323
2450,7367
2451,7566
2452,7587
2453,7934
2454,7982
2455,8638
2456,8981
2457,26225
2458,26326
2459,26712
2460,30707
2461,30848
2462,32291
2463,32296
2464,33669
2465,33880
2466,34072
2467,34271
2468,36537
2469,37857
2470,40826
2471,41285
2472,42632
2473,43560
2474,44709
2475,45666
2476,45880
2477,45928
2478,46335
2479,46967
2480,47423
2481,47721
2482,47999
2483,49347
2484,50740
2485,50742
2486,50912
2487,51077
2488,51455
2489,51709
2490,52281
2491,52767
2492,53161
2493,54648
2494,55269
2495,55577
2496,55830
2497,57147
2498,59022
2499,60950
2500,61406
2501,62155
2502,62511
2503,69524
2504,69604
2505,71464
2506,80969
2507,87234
2508,89904
2509,90357
2510,91622
2511,93721
2512,96488
2513,96966
2514,98795
2515,100556
2516,100714
2517,102194
2518,102588
2519,102800
2520,103980
2521,105213
2522,106766
2523,106918
2524,108149
2525,110110
2526,110718
2527,111235
2528,111360
2529,111757
2530,112290
2531,112582
2532,113225
2533,117444
2534,117533
2535,127152
2536,127202
2537,127441
2538,140737
2539,140816
2540,69
2541,3189
2542,3524
2543,37545
2544,53953
2545,60904
2546,90405
2547,102880
2548,113573
2549,115008
2550,122896
2551,122922
2552,122924
2553,128360
2554,135536
2555,135861
2556,136598
2557,141688
2558,143355
2559,159093
2560,159817
2561,162594
2562,162606
2563,164909
2564,166528
2565,166534
2566,166635
2567,168250
2568,173291
2569,173941
2570,184797
2571,3752
