,movieId,title,genres,imdbId,tmdbId,cover,full-title,year,director,producer,small-cover,plot
67,75,Big Bully (1996),Comedy|Drama,115676,36929.0,,,,,,,
68,76,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102.0,,,,,,,
69,77,Nico Icon (1995),Documentary,113973,124626.0,,,,,,,
70,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526.0,,,,,,,
71,79,"Juror, The (1996)",Drama|Thriller,116731,9623.0,,,,,,,
72,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,46785.0,,,,,,,
73,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400.0,,,,,,,
74,82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,880.0,,,,,,,
75,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,,,,,,,
76,85,Angels and Insects (1995),Drama|Romance,112365,8447.0,,,,,,,
77,86,White Squall (1996),Action|Adventure|Drama,118158,10534.0,,,,,,,
78,87,Dunston Checks In (1996),Children|Comedy,116151,17414.0,,,,,,,
79,88,Black Sheep (1996),Comedy,115697,13997.0,,,,,,,
80,89,Nick of Time (1995),Action|Thriller,113972,2086.0,,,,,,,
81,92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,,,,,,,
82,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,,,,,,,
83,94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,,,,,,,
84,95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,,,,,,,
85,96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,,,,,,,
86,97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,,,,,,,
87,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,,,,,,,
88,100,City Hall (1996),Drama|Thriller,115907,11062.0,,,,,,,
89,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,,,,,,,
90,102,Mr. Wrong (1996),Comedy,117102,47475.0,,,,,,,
91,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,,,,,,,
92,104,Happy Gilmore (1996),Comedy,116483,9614.0,,,,,,,
93,105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,,,,,,,
94,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907.0,,,,,,,
95,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,,,,,,,
96,108,Catwalk (1996),Documentary,112646,89333.0,,,,,,,
97,110,Braveheart (1995),Action|Drama|War,112573,197.0,,,,,,,
98,111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,,,,,,,
99,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542.0,,,,,,,
100,113,Before and After (1996),Drama|Mystery,115645,43566.0,,,,,,,
101,116,Anne Frank Remembered (1995),Documentary,112373,51352.0,,,,,,,
102,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,,,,,,,
103,118,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,,,,,,,
104,119,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,,,,,,,
105,121,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,,,,,,,
106,122,Boomerang (1992),Comedy|Romance,103859,11066.0,,,,,,,
107,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104.0,,,,,,,
108,125,Flirting With Disaster (1996),Comedy,116324,2074.0,,,,,,,
109,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,,,,,,,
110,128,Jupiter's Wife (1994),Documentary,110217,290157.0,,,,,,,
111,129,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,,,,,,,
112,132,Jade (1995),Thriller,113451,11863.0,,,,,,,
113,135,Down Periscope (1996),Comedy,116130,9101.0,,,,,,,
114,137,Man of the Year (1995),Documentary,113756,5757.0,,,,,,,
115,140,Up Close and Personal (1996),Drama|Romance,118055,9302.0,,,,,,,
116,141,"Birdcage, The (1996)",Comedy,115685,11000.0,,,,,,,
117,144,"Brothers McMullen, The (1995)",Comedy,112585,16388.0,,,,,,,
118,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737.0,,,,,,,
119,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765.0,,,,,,,
120,147,"Basketball Diaries, The (1995)",Drama,112461,10474.0,,,,,,,
121,148,"Awfully Big Adventure, An (1995)",Drama,112427,22279.0,,,,,,,
122,149,Amateur (1994),Crime|Drama|Thriller,109093,30157.0,,,,,,,
123,150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568.0,,,,,,,
124,151,Rob Roy (1995),Action|Drama|Romance|War,114287,11780.0,,,,,,,
125,152,"Addiction, The (1995)",Drama|Horror,112288,34996.0,,,,,,,
126,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414.0,,,,,,,
127,154,Beauty of the Day (Belle de jour) (1967),Drama,61395,649.0,,,,,,,
128,155,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873.0,,,,,,,
129,156,Blue in the Face (1995),Comedy|Drama,112541,5894.0,,,,,,,
130,157,Canadian Bacon (1995),Comedy|War,109370,1775.0,,,,,,,
131,158,Casper (1995),Adventure|Children,112642,8839.0,,,,,,,
132,159,Clockers (1995),Crime|Drama|Mystery,112688,20649.0,,,,,,,
133,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329.0,,,,,,,
134,161,Crimson Tide (1995),Drama|Thriller|War,112740,8963.0,,,,,,,
135,162,Crumb (1994),Documentary,109508,26564.0,,,,,,,
136,163,Desperado (1995),Action|Romance|Western,112851,8068.0,,,,,,,
137,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,8512.0,,,,,,,
138,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,1572.0,,,,,,,
139,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887,13552.0,,,,,,,
140,168,First Knight (1995),Action|Drama|Romance,113071,6520.0,,,,,,,
141,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114,9073.0,,,,,,,
142,170,Hackers (1995),Action|Adventure|Crime|Thriller,113243,10428.0,,,,,,,
143,171,Jeffrey (1995),Comedy|Drama,113464,17447.0,,,,,,,
144,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886.0,,,,,,,
145,173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482.0,,,,,,,
146,174,Jury Duty (1995),Comedy,113500,19326.0,,,,,,,
147,175,Kids (1995),Drama,113540,9344.0,,,,,,,
148,176,Living in Oblivion (1995),Comedy,113677,9071.0,,,,,,,
149,177,Lord of Illusions (1995),Horror,113690,8973.0,,,,,,,
150,178,Love & Human Remains (1993),Comedy|Drama,107447,15730.0,,,,,,,
151,179,Mad Love (1995),Drama|Romance,113729,47608.0,,,,,,,
152,180,Mallrats (1995),Comedy|Romance,113749,2293.0,,,,,,,
153,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,9070.0,,,,,,,
154,183,Mute Witness (1994),Comedy|Horror|Thriller,110604,48787.0,,,,,,,
155,184,Nadja (1994),Drama,110620,34574.0,,,,,,,
156,185,"Net, The (1995)",Action|Crime|Thriller,113957,1642.0,,,,,,,
157,186,Nine Months (1995),Comedy|Romance,113986,11472.0,,,,,,,
158,187,Party Girl (1995),Comedy,114095,36196.0,,,,,,,
159,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194,11980.0,,,,,,,
160,189,Reckless (1995),Comedy|Fantasy,114241,58372.0,,,,,,,
161,190,Safe (1995),Thriller,114323,32646.0,,,,,,,
162,191,"Scarlet Letter, The (1995)",Drama|Romance,114345,10533.0,,,,,,,
163,193,Showgirls (1995),Drama,114436,10802.0,,,,,,,
164,194,Smoke (1995),Comedy|Drama,114478,10149.0,,,,,,,
165,195,Something to Talk About (1995),Comedy|Drama|Romance,114496,18402.0,,,,,,,
166,196,Species (1995),Horror|Sci-Fi,114508,9348.0,,,,,,,
167,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281.0,,,,,,,
168,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450,5967.0,,,,,,,
169,201,Three Wishes (1995),Drama|Fantasy,114663,47939.0,,,,,,,
170,202,Total Eclipse (1995),Drama|Romance,114702,36834.0,,,,,,,
171,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682,9090.0,,,,,,,
172,204,Under Siege 2: Dark Territory (1995),Action,114781,3512.0,,,,,,,
173,205,Unstrung Heroes (1995),Comedy|Drama,114798,52856.0,,,,,,,
174,206,Unzipped (1995),Documentary,114805,77350.0,,,,,,,
175,207,"Walk in the Clouds, A (1995)",Drama|Romance,114887,9560.0,,,,,,,
176,208,Waterworld (1995),Action|Adventure|Sci-Fi,114898,9804.0,,,,,,,
177,209,White Man's Burden (1995),Drama,114928,31611.0,,,,,,,
178,210,Wild Bill (1995),Western,114938,65796.0,,,,,,,
179,211,"Browning Version, The (1994)",Drama,109340,49805.0,,,,,,,
180,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602,26258.0,,,,,,,
181,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579,50797.0,,,,,,,
182,214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882,19155.0,,,,,,,
183,215,Before Sunrise (1995),Drama|Romance,112471,76.0,,,,,,,
184,216,Billy Madison (1995),Comedy,112508,11017.0,,,,,,,
185,217,"Babysitter, The (1995)",Drama|Thriller,112438,37141.0,,,,,,,
186,218,Boys on the Side (1995),Comedy|Drama,112571,9382.0,,,,,,,
187,219,"Cure, The (1995)",Drama,112757,6715.0,,,,,,,
188,220,Castle Freak (1995),Horror,112643,18256.0,,,,,,,
189,222,Circle of Friends (1995),Drama|Romance,112679,22625.0,,,,,,,
190,223,Clerks (1994),Comedy,109445,2292.0,,,,,,,
191,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883,1909.0,,,,,,,
192,225,Disclosure (1994),Drama|Thriller,109635,8984.0,,,,,,,
193,227,Drop Zone (1994),Action|Thriller,109676,4954.0,,,,,,,
194,228,Destiny Turns on the Radio (1995),Comedy,112854,62488.0,,,,,,,
195,229,Death and the Maiden (1994),Drama|Thriller,109579,10531.0,,,,,,,
196,230,Dolores Claiborne (1995),Drama|Thriller,109642,11929.0,,,,,,,
197,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686,8467.0,,,,,,,
198,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797,10451.0,,,,,,,
199,233,Exotica (1994),Drama,109759,20156.0,,,,,,,
200,234,Exit to Eden (1994),Comedy,109758,18395.0,,,,,,,
201,235,Ed Wood (1994),Comedy|Drama,109707,522.0,,,,,,,
202,236,French Kiss (1995),Action|Comedy|Romance,113117,397.0,,,,,,,
203,237,Forget Paris (1995),Comedy|Romance,113097,10525.0,,,,,,,
204,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028,27985.0,,,,,,,
205,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198,15789.0,,,,,,,
206,240,Hideaway (1995),Thriller,113303,27303.0,,,,,,,
207,241,Fluke (1995),Children|Drama,113089,21183.0,,,,,,,
208,242,Farinelli: il castrato (1994),Drama|Musical,109771,10954.0,,,,,,,
209,243,Gordy (1995),Children|Comedy|Fantasy,113199,47867.0,,,,,,,
210,246,Hoop Dreams (1994),Documentary,110057,14275.0,,,,,,,
211,247,Heavenly Creatures (1994),Crime|Drama,110005,1024.0,,,,,,,
212,248,Houseguest (1994),Comedy,110066,17207.0,,,,,,,
213,249,Immortal Beloved (1994),Drama|Romance,110116,13701.0,,,,,,,
214,250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006,14819.0,,,,,,,
215,251,"Hunted, The (1995)",Action,113360,32631.0,,,,,,,
216,252,I.Q. (1994),Comedy|Romance,110099,11777.0,,,,,,,
217,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148,628.0,,,,,,,
218,254,Jefferson in Paris (1995),Drama,113463,87729.0,,,,,,,
219,255,"Jerky Boys, The (1995)",Comedy,110189,18713.0,,,,,,,
220,256,Junior (1994),Comedy|Sci-Fi,110216,6280.0,,,,,,,
221,257,Just Cause (1995),Mystery|Thriller,113501,9061.0,,,,,,,
222,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538,37108.0,,,,,,,
223,259,Kiss of Death (1995),Crime|Drama|Thriller,113552,6071.0,,,,,,,
224,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,,,,,,,
225,261,Little Women (1994),Drama,110367,9587.0,,,,,,,
226,262,"Little Princess, A (1995)",Children|Drama,113670,19101.0,,,,,,,
227,263,Ladybird Ladybird (1994),Drama,110296,49980.0,,,,,,,
228,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994,18183.0,,,,,,,
229,266,Legends of the Fall (1994),Drama|Romance|War|Western,110322,4476.0,,,,,,,
230,267,Major Payne (1995),Comedy,110443,11008.0,,,,,,,
231,269,My Crazy Life (Mi vida loca) (1993),Drama,107566,32325.0,,,,,,,
232,270,Love Affair (1994),Drama|Romance,110391,43742.0,,,,,,,
233,271,Losing Isaiah (1995),Drama,113691,28313.0,,,,,,,
234,272,"Madness of King George, The (1994)",Comedy|Drama,110428,11318.0,,,,,,,
235,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836,3036.0,,,,,,,
236,274,Man of the House (1995),Comedy,113755,40490.0,,,,,,,
237,275,Mixed Nuts (1994),Comedy,110538,24070.0,,,,,,,
238,276,Milk Money (1994),Comedy|Romance,110516,8986.0,,,,,,,
239,277,Miracle on 34th Street (1994),Drama,110527,10510.0,,,,,,,
240,278,Miami Rhapsody (1995),Comedy,113808,17402.0,,,,,,,
241,279,My Family (1995),Drama,113896,38722.0,,,,,,,
242,280,Murder in the First (1995),Drama|Thriller,113870,8438.0,,,,,,,
243,281,Nobody's Fool (1994),Comedy|Drama|Romance,110684,11593.0,,,,,,,
244,282,Nell (1994),Drama,110638,1945.0,,,,,,,
245,283,New Jersey Drive (1995),Crime|Drama,113967,39310.0,,,,,,,
246,284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,117169,109560.0,,,,,,,
247,285,Beyond Bedlam (1993),Drama|Horror,106402,56428.0,,,,,,,
248,287,Nina Takes a Lover (1994),Comedy|Romance,110671,131957.0,,,,,,,
249,288,Natural Born Killers (1994),Action|Crime|Thriller,110632,241.0,,,,,,,
250,289,Only You (1994),Comedy|Romance,110737,9058.0,,,,,,,
251,290,Once Were Warriors (1994),Crime|Drama,110729,527.0,,,,,,,
252,291,Poison Ivy II (1996),Drama|Thriller,114151,18220.0,,,,,,,
253,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,114069,6950.0,,,,,,,
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,,,,,,,
255,294,"Perez Family, The (1995)",Comedy|Romance,114113,63020.0,,,,,,,
256,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,114210,2307.0,,,,,,,
257,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,,,,,,,
258,298,Pushing Hands (Tui shou) (1992),Drama,105652,25296.0,,,,,,,
259,299,Priest (1994),Drama,110889,40156.0,,,,,,,
260,300,Quiz Show (1994),Drama,110932,11450.0,,,,,,,
261,301,Picture Bride (Bijo photo) (1994),Drama|Romance,114129,30304.0,,,,,,,
262,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,110963,10452.0,,,,,,,
263,303,"Quick and the Dead, The (1995)",Action|Thriller|Western,114214,12106.0,,,,,,,
264,304,Roommates (1995),Comedy|Drama,114296,161495.0,,,,,,,
265,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907,3586.0,,,,,,,
266,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495,110.0,,,,,,,
267,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394,108.0,,,,,,,
268,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,111507,109.0,,,,,,,
269,310,Rent-a-Kid (1995),Comedy,114268,36357.0,,,,,,,
270,311,Relative Fear (1994),Horror|Thriller,110965,92769.0,,,,,,,
271,312,Stuart Saves His Family (1995),Comedy,114571,28033.0,,,,,,,
272,313,"Swan Princess, The (1994)",Animation|Children,111333,22586.0,,,,,,,
273,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112,14334.0,,,,,,,
274,315,"Specialist, The (1994)",Action|Drama|Thriller,111255,2636.0,,,,,,,
275,316,Stargate (1994),Action|Adventure|Sci-Fi,111282,2164.0,,,,,,,
276,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070,11395.0,,,,,,,
277,318,"Shawshank Redemption, The (1994)",Crime|Drama,111161,278.0,,,,,,,
278,319,Shallow Grave (1994),Comedy|Drama|Thriller,111149,9905.0,,,,,,,
279,320,Suture (1993),Film-Noir|Thriller,108260,87078.0,,,,,,,
280,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966,12527.0,,,,,,,
281,322,Swimming with Sharks (1995),Comedy|Drama,114594,20306.0,,,,,,,
282,324,"Sum of Us, The (1994)",Comedy|Drama,111309,36614.0,,,,,,,
283,325,National Lampoon's Senior Trip (1995),Comedy,113936,27993.0,,,,,,,
284,326,To Live (Huozhe) (1994),Drama,110081,31439.0,,,,,,,
285,327,Tank Girl (1995),Action|Comedy|Sci-Fi,114614,9067.0,,,,,,,
286,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608,9059.0,,,,,,,
287,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280,193.0,,,,,,,
288,330,Tales from the Hood (1995),Action|Crime|Horror,114609,25066.0,,,,,,,
289,331,Tom & Viv (1994),Drama,111454,46797.0,,,,,,,
290,332,Village of the Damned (1995),Horror|Sci-Fi,114852,12122.0,,,,,,,
291,333,Tommy Boy (1995),Comedy,114694,11381.0,,,,,,,
292,334,Vanya on 42nd Street (1994),Drama,111590,32636.0,,,,,,,
293,335,Underneath (1995),Mystery|Thriller,114788,36141.0,,,,,,,
294,336,"Walking Dead, The (1995)",Drama|War,114888,95963.0,,,,,,,
295,337,What's Eating Gilbert Grape (1993),Drama,108550,1587.0,,,,,,,
296,338,Virtuosity (1995),Action|Sci-Fi|Thriller,114857,9271.0,,,,,,,
297,339,While You Were Sleeping (1995),Comedy|Romance,114924,2064.0,,,,,,,
298,340,"War, The (1994)",Adventure|Drama|War,111667,19855.0,,,,,,,
299,341,Double Happiness (1994),Drama,109655,60855.0,,,,,,,
300,342,Muriel's Wedding (1994),Comedy,110598,236.0,,,,,,,
301,343,"Baby-Sitters Club, The (1995)",Children,112435,48287.0,,,,,,,
302,344,Ace Ventura: Pet Detective (1994),Comedy,109040,3049.0,,,,,,,
303,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045,2759.0,,,,,,,
304,346,Backbeat (1993),Drama|Musical,106339,12635.0,,,,,,,
305,347,Bitter Moon (1992),Drama|Film-Noir|Romance,104779,10497.0,,,,,,,
306,348,Bullets Over Broadway (1994),Comedy,109348,11382.0,,,,,,,
307,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444,9331.0,,,,,,,
308,350,"Client, The (1994)",Drama|Mystery|Thriller,109446,10731.0,,,,,,,
309,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484,10464.0,,,,,,,
310,352,Crooklyn (1994),Comedy|Drama,109504,34152.0,,,,,,,
311,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,109506,9495.0,,,,,,,
312,354,Cobb (1994),Drama,109450,29973.0,,,,,,,
313,355,"Flintstones, The (1994)",Children|Comedy|Fantasy,109813,888.0,,,,,,,
314,356,Forrest Gump (1994),Comedy|Drama|Romance|War,109830,13.0,,,,,,,
315,357,Four Weddings and a Funeral (1994),Comedy|Romance,109831,712.0,,,,,,,
